ArticleName, Summary, Link
0,Meta Employee Reviews | Glassdoor,"Pros.It might be easy to roll your eyes when people from Facebook say how open their culture is, but it's true; it's more open than any other place I've worked at.

You don't get much credit for working hard or being smart if you don't produce valuable output.

I've worked in both a private office and open offices in multiple companies.

It's not like you should work at FB just because of that, but it demonstrates FB's desire to make work as fun and convenient as possible.

Now, there were many times where I chose to work late myself, but I never felt any pressure to do so.

Again, no one wants this, and your team will work on ways to avoid these situations.

The best thing I can say is that working at FB is about productivity.",https://www.glassdoor.com/Reviews/Meta-Reviews-E40772.htm
0,"Fejs, czyli Meta. Po co Zuckerbergowi ta zmiana i co ... - Polityka","Facebook, Czyli Meta. Po Co Markowi Zuckerbergowi Ta Zmiana? Czym Jest Metawersum?
Wiele osób zastanawia się, czy nie jest to po prostu próba ucieczki Zuckerberga od trapiących go niewygodnych tematów.

Kiedy ostatnio Facebook padł na kilka godzin, miliardy użytkowników na całym świecie poczuło się jak ryby wyrzucone na brzeg.

""„Metawersum będzie wyglądać jak hybryda dzisiejszych internetowych doświadczeń społecznych, czasami rozszerzona na trzy wymiary lub rzutowana na świat fizyczny - tłumaczy swoją przemianę Facebook.

""O co tu chodzi? Metawersum to rodzaj cyfrowego wszechświata, wirtualnej rzeczywistości 3D, w której zanurzają się użytkownicy, wchodząc ze sobą w kontakt. Służą im do tego okulary VR i czujniki ruchu, takie jak facebookowe oculusy, których rozwój jest fragmentem projektu firmy Meta. Mark Zuckerberg zapowiada, że to dopiero początek, który ma zapewnić platforma Presence, umożliwiająca „nowe doświadczenia w rzeczywistości mieszanej w Quest 2"" - cokolwiek to oznacza.

Na razie użytkownicy starego FB mogą spać spokojnie, bez obawy, że następnego dnia obudzą się i okaże się, że zamiast sięgnąć po telefon, będą musieli założyć gogle VR. Projekt metawersum jest dopiero w blokach startowych, a nie na mecie jako gotowy produkt.

Jest też inna, bardziej biznesowa diagnoza: że Facebook chce uciec do przodu, podobnie jak inne giganty z GAFA, i szuka sobie miejsca w tym wyścigu technologicznym.

Przykład takiej transformacji dał Google, zmieniając nazwę koncernu na Alphabet, bo nowa marka jest lepszym logo dla wielu nowych aktywności, takich choćby jak Waymo, czyli tworzenie autonomicznych aut niewymagających kierowcy.","https://www.polityka.pl/tygodnikpolityka/rynek/2141280,1,fejs-czyli-meta-po-co-zuckerbergowi-ta-zmiana-i-co-oznacza-dla-uzytkownikow.read"
0,What is the metaverse? And why should we care? - World ...,"What Is The Metaverse? And Why Should We Care?
The metaverse is not yet a reality, but it could be the next evolution of the internet.

If you're interested in technology, you've probably heard the buzzword of the moment - ""Metaverse."" The hype around this term may have reached its zenith Thursday, when Facebook announced that it was renaming its portfolio of companies 'Meta' to align its businesses with its ambition to build the metaverse.

The metaverse doesn't exist - at least not yet.

Just as you can't invest in the internet too, can you not identify the metaverse as a unique product, technology or service.

Central to the concept of the metaverse is the idea that virtual, 3D environments that are accessible and interactive in real time will become the transformative medium for social and business engagement.

The metaverse is also expected to have a strong connection with the real-world economy - and eventually become an extension of it.

The idea of the metaverse may sound promising, which is why many of the world's leading technology companies are investing in its development.",https://www.weforum.org/agenda/2021/10/facebook-meta-what-is-the-metaverse/
0,"Goodbye, Facebook; Hello, Meta - Bloomberg.com",,https://www.bloomberg.com/opinion/articles/2021-10-28/facebook-goes-meta-in-bet-on-virtual-reality-technology
0,Facebook changed its name to Meta. But does that mean you ...,"Facebook Od Teraz To Meta. Firma Stawia Przede Wszystkim Na Metaverse
Jak już informowaliśmy, rebranding wynika ze zmiany priorytetów i mocnego postawienia na metaverse, czyli własnego wirtualnego świata.

Ogłaszając zmianę nazwy, firma zaprezentowała ideę metaverse, wirtualnej przestrzeni 3D, która łączy wirtualną rzeczywistość i technologię rozszerzonej rzeczywistości.

Oczekuje, że metaverse będzie głównym nurtem w ciągu najbliższych pięciu do dziesięciu lat i do tego momentu osiągnie miliard użytkowników.

Rebranding firmy wynika ze zmiany priorytetów i mocnego postawienia na metaverse, czyli własnego wirtualnego świata.

„Mam nadzieję, że z biegiem czasu będziemy postrzegani jako firma metaverse"" - powiedział Zuckerberg pod koniec transmisji, tuż przed ogłoszeniem zmiany nazwy.

„Od teraz będziemy w stawiać głównie na metaverse, a nie w Facebooka"".

Zmiana następuje również w czasie, gdy Facebook może próbować uciec od kontrowersji, z jakimi boryka się od jakiegoś czasu.",https://ithardware.pl/aktualnosci/facebook_od_teraz_to_meta_firma_stawia_przede_wszystkim_na_metaverse-18389.html
0,Facebook od teraz to Meta. Firma stawia przede wszystkim na ...,"US Adults Have Lukewarm Opinions Over Facebook'S Rebrand To Meta
Across generations, US adults aren't particularly excited about﻿ Facebook﻿'s rebrand to﻿ Meta﻿.

While 11% of millennials and Gen Zers say they appreciate the new name, more than 20% aren't fans of the pivot.

Across all generations, more than 25% say they have no opinion.",https://www.emarketer.com/content/us-adults-have-lukewarm-opinions-over-facebook-rebrand-meta
0,US adults have lukewarm opinions over Facebook's rebrand ...,"The Silicon Valley-based company hinted at its new corporate structure last week and again in its quarterly earnings call on Monday but officially unveiled what the metaverse-frenzy was all about at a virtual event on Thursday at which CEO Mark Zuckerberg announced the new name: Meta.

There are metaverse versions of work places and commerce, too, made possible by forthcoming hardware devices such as the company's Oculus VR headset and a new model of augmented-reality glasses reminiscent of Google Glasses but styled like RayBans.

The company offered few details about the high-end technological gadgets that were making some of the visual, audio and interactive elements in its presentation possible, but Facebook says it forecasts up to one billion people to be participating in some sort of metaverse within a decade.

""We think there's going to be lots of companies building virtual worlds and environments in the metaverse, in the same way there's ... lots of companies doing things on the [internet].""

A lot of what Facebook hopes to contribute to the metaverse is still years away, but the company made clear it is going all in on the concept already.

The metaverse is so central to the company's future that it has reorganized its entire business around it, putting social media properties such as Facebook, Instagram and WhatsApp in one distinct business unit and metaverse-focused virtual and augmented reality labs in another, all under the Meta parent company.

A former data science executive at Facebook blew the whistle on the company's business practices last month, revealing details about its role in the Jan. 6 riot at the U.S. Capitol and other instances of the company seemingly prioritizing profit over safety and other considerations.",https://www.cbc.ca/news/business/facebook-metaverse-1.6228377
0,"Facebook is now Meta, but critics say same old problems remain",,https://www.cnn.com/2021/10/28/opinions/zuckerberg-facebook-meta-rushkoff/index.html
0,What Zuckerberg's metaverse means to our humanity - CNN,"And The Company'S Dangerous Behavior Came Into Sharp Focus In 2021: 4 Essential Reads
Growing concerns about misinformation, emotional manipulation and psychological harm came to a head this year when Haugen released internal company documents showing that the company's own research confirmed the societal and individual harm its Facebook, Instagram and WhatsApp platforms cause.

Indiana University's Filippo Menczer, who studies the spread of information and misinformation in social networks, explains that engagement plays into people's tendency to favor posts that seem popular.

Some of the most disturbing revelations concern the harm Meta's Instagram social media platform causes adolescents, particularly teen girls.

The company has provided research that shows that its platforms do not cause harm in the way many researchers describe, and claims that the overall picture from all research on harm is unclear.

Despite substantial efforts to track misinformation on social media, it's impossible to know the scope of the problem without knowing the number of overall posts social media users see each day.

The overall number of posts is the denominator to the misinformation numerator in the fraction that tells you how bad the misinformation problem is, explains UMass Amherst's Ethan Zuckerman, who studies social and civic media.

""Simply counting instances of misinformation found on a social media platform leaves two key questions unanswered: How likely are users to encounter misinformation, and are certain users especially likely to be affected by misinformation?"" he wrote.",https://theconversation.com/facebook-became-meta-and-the-companys-dangerous-behavior-came-into-sharp-focus-in-2021-4-essential-reads-173417
0,The Facebook Company Is Now Meta,"The Facebook Company Is Now Meta
Today at Connect 2021, CEO Mark Zuckerberg introduced Meta, which brings together our apps and technologies under one new company brand.

Meta's focus will be to bring the metaverse to life and help people connect, find communities and grow businesses.

It's the next evolution in a long line of social technologies, and it's ushering in a new chapter for our company.

Our annual Connect conference brings together augmented and virtual reality developers, content creators, marketers and others to celebrate the industry's momentum and growth.

Meta builds technologies that help people connect, find communities, and grow businesses.

When Facebook launched in 2004, it changed the way people connect.

Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology.",https://about.fb.com/news/2021/10/facebook-company-is-now-meta/
0,Judge says the FTC's Meta monopoly lawsuit can go forward,"Judge Says The FTC'S Meta Monopoly Lawsuit Can Go Forward
A federal judge says the US Federal Trade Commission can proceed with an antitrust lawsuit against Meta, formerly known as Facebook, after dismissing the suit last year.

District of Columbia Judge James Boasberg said in an opinion released today that the FTC's first complaint had ""Stumbled out of the starting blocks."" But a revised version, Boasberg said, makes the same arguments with facts that are ""Far more robust and detailed than before."" As a result, he's denying Meta's motion to dismiss and allowing the case to proceed, although he states that the agency ""May well face a tall task down the road in proving its allegations.""

Throughout the case, the FTC has alleged that Meta holds an unlawful monopoly in personal social networking services and maintained it by acquiring the competitors Instagram and WhatsApp.

Today's opinion says the agency has reasonably backed that allegation up with data about Meta's market power, although like before, Boasberg held back on approving allegations involving older Meta interoperability policies.

The FTC suit against Meta is one of several US government efforts to curtail the monopoly power of major tech companies, including a Department of Justice lawsuit against Google proceeding under antitrust chief Jonathan Kanter.

Today's decision reverses a significant blow that Boasberg dealt the FTC in June, when he said the complaint contained ""Nothing"" proving Meta's monopoly power except for the ""Naked allegation"" that it held a dominant share of personal social networking services.

Meta responded in a statement sent to The Verge by Chris Sgro.",https://www.theverge.com/2022/1/11/22878808/ftc-meta-facebook-lawsuit-ruling-revised-complaint-discovery
0,Behind Facebook's media review—and what's next for Meta,,https://adage.com/article/marketing-news-strategy/behind-facebooks-media-review-and-whats-next-meta-and-publicis/2378526
0,Meta: Facebook's name change means nothing is different,"Meta: Facebook'S Name Change Means Nothing Is Different
Can we just be honest about Facebook and social media in general? Things aren't going to get better.

We're a couple of weeks into pearl-clutching and hand-wringing about how shady Facebook has been and about just how little they plan to change that.

Now you're going to hear reaction to the announcement that Facebook isn't Facebook anymore.

These are all signs of a coming reckoning for social media and Facebook, right? Something has to be done.

USA TODAY Editorial:Hold Facebook accountable: Protect teens from Instagram's dark side.

A breakdown by CNBC says the recent third-quarter earnings included a rise in Facebook stock shares and daily users hovered around 1.93 billion, which met analysts' expectations.

So we need an outlet and, so far, Facebook has done the best job of providing it.",https://www.usatoday.com/story/opinion/2021/10/28/meta-facebooks-name-change/6182500001/
0,Facebook / Meta to najgorsza firma roku - TELEPOLIS.PL,"Facebook / Meta To Najgorsza Firma Roku
Wygrana nie zawsze jest czymś, czym można się pochwalić lub czego można zazdrościć.

Tak jest również z grudniową wygraną firmy Meta, który został wytypowany jako najgorsza firma 2021 roku.

W głosowaniu w tej kategorii wzięło udział 1541 respondentów, a Facebook najwyraźniej zirytował ich najbardziej, otrzymując 8% głosów.

A za co właściwie Facebook jest tak nielubiany? Społecznościowy gtigant ma na swoim sumieniu trochę grzechów, które zostały mu teraz wygarnięte.

Facebook jest też oskarżany o przyczynienie się do wzrostu skrajnie prawicowego ekstremizmu i podważanie demokracji na całym świecie, jak to ujął jeden z respondentów.

Jak informuje Yahoo! Finance, Facebook nie odpowiedział na prośbę o komentarz w sprawie tej niechlubnej wygranej.

Tagi: facebook yahoo 2021 meta najgorsza firma roku.",https://www.telepolis.pl/tech/wydarzenia/facebook-meta-najgorsza-firma-roku-2021
0,Rebecca Hendin on Facebook's Meta morphosis - The Guardian,,https://www.theguardian.com/commentisfree/picture/2021/oct/29/rebecca-hendin-facebooks-meta-morphosis-cartoon
0,Facebook/Meta must stop gathering data on minors - The CT ...,"Opinion: Facebook/Meta Must Stop Gathering Data On Minors
Today, we know these social media sites aren't simply using our data to improve their services.

Almost every agreement made between a social media company and a minor is technically unenforceable - meaning all of the content Facebook is collecting from children is obtained unethically, if not illegally.

As if Facebook's ethical issues couldn't get worse, they're effectively stealing data from children.

Today, every 13-year-old who signs up for Facebook, Instagram, Oculus or any of Meta's platforms may not know they're agreeing to the service collecting heaps of data and intruding on their privacy, with that data then sold to whoever finds it valuable.

Even the process of quitting Facebook shows its focus on data collection.

If you attempt to delete your profile, Facebook says the process could take up to three months - but if you ""Deactivate"" it, where Facebook retains your data, the process can be instant.

Meta and its affiliates must stop gathering data from minors and must especially stop its practice of using that data for advertising, or connecting minors to content that can worsen their wellbeing.",https://ctmirror.org/category/ct-viewpoints/facebook-meta-must-stop-gathering-data-on-minors/
0,"Meta Introduces New ""Year In Review"" Feature For Facebook ...","Meta Introduces New ""Year In Review"" Feature For Facebook And Instagram
Meta's Year in Review features can be used by December 30, 2021.

Meta has rolled out a ""Year in Review"" feature for both Facebook and Instagram.

You will need to have posted over three stories to take advantage of this year-end feature.

You can also head to Instagram Creators' account to access the ""2021"" card, can be tapped to access the Playback feature.

If you want to try out the Year in Review on Facebook, the feature should be available in your feed.

It is worth noting that if you aren't seeing these features, then update to the latest version of your OS and the Facebook and Instagram app.

The other reason for not being able to see these review features is the fact that they may have not reached your region yet.",https://www.moneycontrol.com/news/technology/meta-introduces-new-year-in-review-feature-for-facebook-and-instagram-7815581.html
0,Meta | LinkedIn,,https://www.linkedin.com/company/meta
0,Facebook-Parent Meta to 'Assess Feasibility' of Human Rights ...,"Facebook-Parent Meta To 'Assess Feasibility' Of Human Rights Review On Ethiopia Practices
Facebook owner Meta Platforms said on Thursday it would ""Assess the feasibility"" of commissioning an independent human rights assessment into its work in Ethiopia, after its oversight board recommended a review of how Facebook and Instagram have been used to spread content that heightens the risk of violence there.

Meta has been under scrutiny from lawmakers and regulators over user safety and its handling of abuses on its platforms across the world, particularly after whistleblower Frances Haugen leaked internal documents that showed the company's struggles in policing content in countries where such speech was most likely to cause harm, including Ethiopia.

The social media giant said it has ""Invested significant resources in Ethiopia to identify and remove potentially harmful content,"" as part of its response to the board's December recommendations on a case involving content posted in the country.

As Meta had restored the post after the user's appeal to the board, the company had to again remove the content.

On Thursday, Meta said while it had taken the post down, it disagreed with the board's reasoning that it should have been removed because it was an ""Unverified rumor"" that significantly increased the risk of imminent violence.

The board had recommended that Meta commission a human rights due diligence assessment, to be completed in six months, which should include a review of Meta's language capabilities in Ethiopia and a review of measures taken prevent the misuse of its services in the country.

The company said not all elements of this recommendation ""May be feasible in terms of timing, data science or approach."" It said it would continue its existing human rights due diligence and should have an update on whether it could act on the board's recommenation within the next few months.",https://gadgets.ndtv.com/social-networking/news/facebook-meta-ethiopia-human-rights-review-assess-feasibility-2707783
0,Meta Platforms (Facebook) pozwana na 150 mld USD,,https://www.pb.pl/meta-platforms-facebook-pozwana-na-150-mld-usd-1135463
0,Opinion: Facebook has killed the word 'meta' - Springfield ...,"Opinion: Facebook Has Killed The Word 'Meta'
Still, I couldn't help but roll my eyes with the latest announcement from Facebook that it changed its umbrella company name to Meta.

The name change comes during a period of strife for Facebook, which has faced backlash from legislators, consumers and advocates for how its services have adversely impacted children, the democratic process and other important issues.

The timing of the name change is very suspect, as it appears Facebook is trying to pull the wool over our eyes by showing off a new logo and promising a future that heavily incorporates the metaverse.

Had the word ""Cool"" been a new hot term in recent years, I wouldn't be surprised if Facebook had renamed itself Cool and promised to focus on the ""Coolverse.""

In his piece, titled ""Dopamine, smartphones & you: A battle for your time,"" Haynes indicates Facebook notifications can produce an influx of dopamine in your brain, leaving you wanting more.

To take a sinister point of view, the change of Facebook to Meta makes more sense in this context.

I have wanted to leave Facebook for years, but that dopamine feedback loop is difficult to resist.","https://sbj.net/stories/opinion-facebook-has-killed-the-word-meta,76993"
0,What's in a name for Facebook becoming “Meta?” - Toronto Star,"This copy is for your personal non-commercial use only.

To order presentation-ready copies of Toronto Star content for distribution to colleagues, clients or customers, or inquire about permissions/licensing, please go to: www.

Copyright owned or licensed by Toronto Star Newspapers Limited.

To order copies of Toronto Star articles, please go to: www.",https://www.thestar.com/opinion/contributors/2021/11/01/whats-in-a-name-for-facebook-becoming-meta.html
0,Facebook rebrands as Meta to emphasize vision - The ...,"Facebook Rebrands As Meta To Emphasize Vision
OAKLAND - An embattled Facebook Inc. is changing its name to Meta Platforms Inc., or Meta for short, to reflect what CEO Mark Zuckerberg says is its commitment to developing the new surround-yourself technology known as the ""Metaverse."" But the social network itself will still be called Facebook.

Skeptics immediately accused the company Thursday of trying to change the subject from the Facebook Papers, the trove of leaked documents that have plunged it into the biggest crisis since it was founded in Zuckerberg's Harvard dorm room 17 years ago.

The announcement comes amid heightened legislative and regulatory scrutiny of Facebook in many parts of the world because of the Facebook Papers.

The Real Facebook Oversight Board, a watchdog group focused on the company, announced that it will keep its name.

""Changing their name doesn't change reality: Facebook is destroying our democracy and is the world's leading peddler of disinformation and hate,"" the group said in a statement.

""Their meaningless name change should not distract from the investigation, regulation and real, independent oversight needed to hold Facebook accountable.""

In explaining the rebrand, Zuckerberg said the name Facebook doesn't encompass everything the company does anymore.",https://www.mercurynews.com/2021/10/28/facebook-obscures-its-iconic-like-sign-fueling-speculation-its-rebranding
